id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Arven [Reverse Holo] #186,Pokemon Obsidian Flames,227,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 186/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Audino [Reverse Holo] #173,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 173/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Baltoy [Reverse Holo] #94,Pokemon Obsidian Flames,16,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 094/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Barboach [Reverse Holo] #108,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 108/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Basic Fire Energy [Holo] #230,Pokemon Obsidian Flames,376,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 230/197; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Beartic [Reverse Holo] #54,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 054/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Bellibolt [Holo] #201,Pokemon Obsidian Flames,576,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 201/197; Normal Holo; Illustration Rare,0,2,2026-08-23,,,,
,Bellibolt [Reverse Holo] #78,Pokemon Obsidian Flames,30,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 078/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Bisharp [Reverse Holo] #149,Pokemon Obsidian Flames,20,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 149/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Bonsly [Reverse Holo] #110,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 110/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Bounsweet [Reverse Holo] #16,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 016/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Brassius [Reverse Holo] #187,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 187/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Bronzong [Reverse Holo] #145,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 145/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Bronzor [Reverse Holo] #144,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 144/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Buizel [Reverse Holo] #48,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 048/197; Reverse Holo; Common,0,7,2026-08-23,,,,
,Bunnelby [Reverse Holo] #175,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 175/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Capsakid [Reverse Holo] #23,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 023/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Carvanha [Reverse Holo] #46,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 046/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Charcadet [Reverse Holo] #43,Pokemon Obsidian Flames,20,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 043/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Charizard ex [Holo] #215,Pokemon Obsidian Flames,2222,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 215/197; Normal Holo; Ultra Rare,0,2,2026-08-23,,,,
,Claydol [Holo] #95,Pokemon Obsidian Flames,12,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 095/197; Normal Holo; Rare,0,11,2026-08-23,,,,
,Clefable ex [Holo] #82,Pokemon Obsidian Flames,124,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 082/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Clefairy [Reverse Holo] #81,Pokemon Obsidian Flames,46,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 081/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cleffa [Holo] #202,Pokemon Obsidian Flames,3856,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 202/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Cleffa [Reverse Holo] #80,Pokemon Obsidian Flames,42,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 080/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Combee [Reverse Holo] #8,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 008/197; Reverse Holo; Common,0,5,2026-08-23,,,,
,Crabominable [Reverse Holo] #115,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 115/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Crabrawler [Reverse Holo] #114,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 114/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Cryogonal [Reverse Holo] #55,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 055/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Cubchoo [Reverse Holo] #53,Pokemon Obsidian Flames,19,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 053/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Darkrai [Holo] #136,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 136/197; Normal Holo; Rare,0,15,2026-08-23,,,,
,Darkrai [Reverse Holo] #136,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 136/197; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Decidueye ex [Holo] #15,Pokemon Obsidian Flames,82,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 015/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Diggersby [Reverse Holo] #113,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 113/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Diglett [Reverse Holo] #103,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 103/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Dragonair [Reverse Holo] #158,Pokemon Obsidian Flames,37,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 158/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Dragonite ex [Holo] #159,Pokemon Obsidian Flames,307,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 159/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Drampa [Reverse Holo] #161,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 161/197; Reverse Holo; Uncommon,0,5,2026-08-23,,,,
,Dratini [Reverse Holo] #157,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 157/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Drilbur [Reverse Holo] #111,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 111/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Dugtrio [Reverse Holo] #104,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 104/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Eelektrik [Reverse Holo] #68,Pokemon Obsidian Flames,19,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 068/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Eelektross [Reverse Holo] #69,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 069/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Eevee [Reverse Holo] #166,Pokemon Obsidian Flames,47,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 166/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Eiscue ex [Holo] #222,Pokemon Obsidian Flames,614,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 222/197; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Entei [Holo] #30,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 030/197; Normal Holo; Rare,0,12,2026-08-23,,,,
,Espeon [Reverse Holo] #86,Pokemon Obsidian Flames,111,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 086/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Excadrill [Reverse Holo] #147,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 147/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Finizen [Reverse Holo] #60,Pokemon Obsidian Flames,35,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 060/197; Reverse Holo; Common,0,6,2026-08-23,,,,
,Finizen [Reverse Holo] #61,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 061/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Flamigo [Reverse Holo] #185,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 185/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Floatzel [Reverse Holo] #49,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 049/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Foongus [Reverse Holo] #9,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 009/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Froakie [Reverse Holo] #56,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 056/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Frogadier [Reverse Holo] #57,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 057/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Geeta [Holo] #188,Pokemon Obsidian Flames,13,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 188/197; Normal Holo; Rare,0,14,2026-08-23,,,,
,Geeta [Reverse Holo] #188,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 188/197; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Geeta [Holo] #218,Pokemon Obsidian Flames,109,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 218/197; Normal Holo; Ultra Rare,0,2,2026-08-23,,,,
,Geeta [Holo] #226,Pokemon Obsidian Flames,323,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 226/197; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Glimmet [Reverse Holo] #121,Pokemon Obsidian Flames,20,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 121/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Granbull [Reverse Holo] #88,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 088/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Greavard [Reverse Holo] #100,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 100/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Greavard [Reverse Holo] #99,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 099/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Greedent ex [Holo] #179,Pokemon Obsidian Flames,86,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 179/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Grumpig [Reverse Holo] #91,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 091/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Gumshoos [Reverse Holo] #177,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 177/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Heatmor [Reverse Holo] #39,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 039/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Herdier [Reverse Holo] #171,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 171/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Houndoom [Reverse Holo] #133,Pokemon Obsidian Flames,30,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 133/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Houndour [Reverse Holo] #131,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 131/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Inkay [Reverse Holo] #137,Pokemon Obsidian Flames,19,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 137/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Kangaskhan [Reverse Holo] #165,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 165/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Kingambit [Reverse Holo] #150,Pokemon Obsidian Flames,34,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 150/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Klawf ex [Holo] #120,Pokemon Obsidian Flames,86,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 120/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Koraidon ex [Holo] #124,Pokemon Obsidian Flames,82,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 124/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Lapras [Reverse Holo] #45,Pokemon Obsidian Flames,34,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 045/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Larvesta [Reverse Holo] #40,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 040/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Larvitar [Reverse Holo] #105,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 105/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Larvitar [Holo] #203,Pokemon Obsidian Flames,667,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 203/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Lechonk [Reverse Holo] #180,Pokemon Obsidian Flames,37,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 180/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Lechonk [Reverse Holo] #181,Pokemon Obsidian Flames,36,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 181/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Lechonk [Reverse Holo] #182,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 182/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Lechonk [Holo] #209,Pokemon Obsidian Flames,1409,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 209/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Letter of Encouragement [Reverse Holo] #189,Pokemon Obsidian Flames,33,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 189/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Lillipup [Reverse Holo] #170,Pokemon Obsidian Flames,33,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 170/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Linoone [Reverse Holo] #168,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 168/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Litwick [Reverse Holo] #36,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 036/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Lycanroc [Reverse Holo] #117,Pokemon Obsidian Flames,32,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 117/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Magnemite [Reverse Holo] #63,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 063/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Magneton [Reverse Holo] #64,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 064/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Magnezone [Reverse Holo] #65,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 065/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Malamar [Reverse Holo] #138,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 138/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Masquerain [Reverse Holo] #7,Pokemon Obsidian Flames,25,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 007/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Mawile [Reverse Holo] #143,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 143/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Mawile [Reverse Holo] #89,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 089/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Melmetal ex [Holo] #153,Pokemon Obsidian Flames,78,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 153/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Miraidon ex [Holo] #79,Pokemon Obsidian Flames,102,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 079/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Ninetales [Holo] #199,Pokemon Obsidian Flames,4073,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 199/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Nosepass [Reverse Holo] #107,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 107/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Oddish [Reverse Holo] #1,Pokemon Obsidian Flames,20,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 001/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Oinkologne [Reverse Holo] #184,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 184/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Ortega [Reverse Holo] #190,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 190/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Ortega [Holo] #219,Pokemon Obsidian Flames,108,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 219/197; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Palafin [Holo] #200,Pokemon Obsidian Flames,549,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 200/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Palafin [Holo] #62,Pokemon Obsidian Flames,12,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 062/197; Normal Holo; Rare,0,15,2026-08-23,,,,
,Palafin [Reverse Holo] #62,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 062/197; Reverse Holo; Rare,0,3,2026-08-23,,,,
,Paldean Clodsire [Reverse Holo] #129,Pokemon Obsidian Flames,37,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 129/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Paldean Wooper [Reverse Holo] #126,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 126/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Paldean Wooper [Reverse Holo] #127,Pokemon Obsidian Flames,34,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 127/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Palpitoad [Reverse Holo] #51,Pokemon Obsidian Flames,25,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 051/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Patrol Cap [Reverse Holo] #191,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 191/197; Reverse Holo; Uncommon,0,5,2026-08-23,,,,
,Pawmot ex [Holo] #73,Pokemon Obsidian Flames,92,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 073/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Pawniard [Reverse Holo] #148,Pokemon Obsidian Flames,20,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 148/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Pidgeot ex [Holo] #164,Pokemon Obsidian Flames,122,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 164/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Pidgeot ex [Holo] #217,Pokemon Obsidian Flames,215,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 217/197; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Pidgeot ex [Holo] #225,Pokemon Obsidian Flames,1939,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 225/197; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Pidgeotto [Holo] #208,Pokemon Obsidian Flames,1210,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 208/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Pidgey [Reverse Holo] #162,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 162/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Pidgey [Holo] #207,Pokemon Obsidian Flames,1541,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 207/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Pokémon League Headquarters [Reverse Holo] #192,Pokemon Obsidian Flames,36,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 192/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Poppy [Holo] #220,Pokemon Obsidian Flames,115,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 220/197; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Poppy [Holo] #227,Pokemon Obsidian Flames,331,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 227/197; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Pupitar [Reverse Holo] #106,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 106/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Revavroom ex [Holo] #156,Pokemon Obsidian Flames,69,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 156/197; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Revavroom ex [Holo] #216,Pokemon Obsidian Flames,93,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 216/197; Normal Holo; Ultra Rare,0,2,2026-08-23,,,,
,Revavroom ex [Holo] #224,Pokemon Obsidian Flames,563,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 224/197; Normal Holo; Special Illustration Rare,0,2,2026-08-23,,,,
,Rockruff [Reverse Holo] #116,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 116/197; Reverse Holo; Common,0,5,2026-08-23,,,,
,Rowlet [Reverse Holo] #13,Pokemon Obsidian Flames,30,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 013/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Ryme [Reverse Holo] #194,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 194/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Ryme [Holo] #221,Pokemon Obsidian Flames,87,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 221/197; Normal Holo; Ultra Rare,0,2,2026-08-23,,,,
,Salandit [Reverse Holo] #139,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 139/197; Reverse Holo; Common,0,5,2026-08-23,,,,
,Salazzle [Reverse Holo] #140,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 140/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Scizor [Holo] #141,Pokemon Obsidian Flames,16,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 141/197; Normal Holo; Rare,0,12,2026-08-23,,,,
,Scizor [Reverse Holo] #141,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 141/197; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Scizor [Holo] #205,Pokemon Obsidian Flames,1496,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 205/197; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Scovillain [Holo] #25,Pokemon Obsidian Flames,10,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 025/197; Normal Holo; Rare,0,13,2026-08-23,,,,
,Scovillain [Reverse Holo] #25,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 025/197; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Scyther [Reverse Holo] #4,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 004/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Seismitoad [Reverse Holo] #52,Pokemon Obsidian Flames,26,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 052/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Sharpedo [Reverse Holo] #47,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 047/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Sinistea [Reverse Holo] #97,Pokemon Obsidian Flames,37,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 097/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Skarmory [Reverse Holo] #142,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 142/197; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Skwovet [Reverse Holo] #178,Pokemon Obsidian Flames,14,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 178/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Smoliv [Reverse Holo] #19,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 019/197; Reverse Holo; Common,0,4,2026-08-23,,,,
