id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Professor's Research [Reverse] #125,Pokemon Prismatic Evolutions,15,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 125/131; Reverse Holo; Common,0,1,2026-08-23,,,,
,Meowscarada ex #33,Pokemon Promo,112,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet Promos; 033; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH139,Pokemon Promo,627,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH139; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION [Jumbo] #SWSH139,Pokemon Promo,1379,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH139; Jumbo Size; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH140,Pokemon Promo,701,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH140; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH141,Pokemon Promo,968,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH141; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH142,Pokemon Promo,922,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH142; Holo; Promo,0,1,2026-08-23,,,,
,Applin [Reverse Holo] #20,Pokemon Rebel Clash,37,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 020/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Applin [Reverse Holo] #21,Pokemon Rebel Clash,37,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 021/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Arcanine [Reverse Holo] #28,Pokemon Rebel Clash,182,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 028/192; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Barboach [Reverse Holo] #99,Pokemon Rebel Clash,26,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 099/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Bunnelby [Reverse Holo] #146,Pokemon Rebel Clash,59,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 146/192; Reverse Holo; Common,0,2,2026-08-23,,,,
,Capture Energy [Reverse Holo] #171,Pokemon Rebel Clash,159,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 171/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Doublade [Reverse Holo] #134,Pokemon Rebel Clash,31,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 134/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Dragapult [Holo] #91,Pokemon Rebel Clash,65,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 091/192; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Electrode [Reverse Holo] #57,Pokemon Rebel Clash,12,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 057/192; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Falinks [Reverse Holo] #109,Pokemon Rebel Clash,34,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 109/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Flapple [Reverse Holo] #22,Pokemon Rebel Clash,83,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 022/192; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Galarian Yamask [Reverse Holo] #101,Pokemon Rebel Clash,27,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 101/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Grimmsnarl [Holo] #125,Pokemon Rebel Clash,28,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 125/192; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Inteleon V [Holo] #49,Pokemon Rebel Clash,85,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 049/192; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Luxio [Reverse Holo] #61,Pokemon Rebel Clash,39,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 061/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Medicham [Reverse Holo] #98,Pokemon Rebel Clash,27,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 098/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Oleana [Reverse Holo] #163,Pokemon Rebel Clash,30,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 163/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Shuckle [Reverse Holo] #5,Pokemon Rebel Clash,48,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 005/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Charcadet [Reverse Holo] #39,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 039/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Energy Switch [Reverse Holo] #173,Pokemon Scarlet & Violet,26,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 173/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Houndoom [Reverse Holo] #34,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 034/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Professor's Research [Reverse Holo] #189,Pokemon Scarlet & Violet,29,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 189/198; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Professor's Research [Holo] #190,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 190/198; Normal Holo; Rare,0,1,2026-08-23,,,,
,Skwovet [Reverse Holo] #151,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 151/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Tarountula [Reverse Holo] #16,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 016/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Varoom [Reverse Holo] #140,Pokemon Scarlet & Violet,23,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 140/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Basic Psychic Energy [Holo] #207,Pokemon Scarlet & Violet 151,465,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet 151; 207/165; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Charizard ex [Holo] #199,Pokemon Scarlet & Violet 151,37642,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet 151; 199/165; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Amoonguss [Reverse Holo] #12,Pokemon Silver Tempest,31,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 012/195; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Arcanine [Reverse Holo] #20,Pokemon Silver Tempest,68,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 020/195; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Buneary [Reverse Holo] #144,Pokemon Silver Tempest,21,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 144/195; Reverse Holo; Common,0,2,2026-08-23,,,,
,Candice [Reverse Holo] #152,Pokemon Silver Tempest,27,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 152/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Chimecho [Reverse Holo] #74,Pokemon Silver Tempest,23,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 074/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cobalion [Reverse Holo] #126,Pokemon Silver Tempest,31,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 126/195; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Corviknight VMAX [Holo] #TG19,Pokemon Silver Tempest,960,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; TG19/TG30; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Dewpider [Reverse Holo] #47,Pokemon Silver Tempest,21,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 047/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Donphan [Reverse Holo] #92,Pokemon Silver Tempest,20,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 092/195; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Dragapult [Holo] #89,Pokemon Silver Tempest,24,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 089/195; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Dragonite [Holo] #131,Pokemon Silver Tempest,152,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 131/195; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Drakloak [Reverse Holo] #88,Pokemon Silver Tempest,23,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 088/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Ferroseed [Reverse Holo] #121,Pokemon Silver Tempest,17,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 121/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Fletchling [Reverse Holo] #150,Pokemon Silver Tempest,16,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 150/195; Reverse Holo; Common,0,2,2026-08-23,,,,
,Gordie [Holo] #TG24,Pokemon Silver Tempest,195,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; TG24/TG30; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Hisuian Braviary [Reverse Holo] #149,Pokemon Silver Tempest,30,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 149/195; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Hisuian Lilligant [Reverse Holo] #10,Pokemon Silver Tempest,30,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 010/195; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Keldeo [Reverse Holo] #46,Pokemon Silver Tempest,31,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 046/195; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Klang [Reverse Holo] #124,Pokemon Silver Tempest,12,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 124/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Klink [Reverse Holo] #123,Pokemon Silver Tempest,18,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 123/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Lance [Holo] #206,Pokemon Silver Tempest,530,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 206/195; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Lopunny [Reverse Holo] #145,Pokemon Silver Tempest,19,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 145/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Lugia VSTAR [Holo] #202,Pokemon Silver Tempest,4188,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 202/195; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Milotic [Holo] #TG02,Pokemon Silver Tempest,885,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; TG02/TG30; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Noivern [Reverse Holo] #133,Pokemon Silver Tempest,33,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 133/195; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Passimian [Holo] #TG08,Pokemon Silver Tempest,145,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; TG08/TG30; Normal Holo; Rare Holo,0,3,2026-08-23,,,,
,Primordial Altar [Reverse Holo] #161,Pokemon Silver Tempest,19,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 161/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Professor Laventon [Reverse Holo] #162,Pokemon Silver Tempest,15,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 162/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Quad Stone [Reverse Holo] #163,Pokemon Silver Tempest,24,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 163/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Radiant Alakazam [Holo] #59,Pokemon Silver Tempest,222,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 059/195; Normal Holo; Radiant Rare,0,1,2026-08-23,,,,
,Raihan [Holo] #TG27,Pokemon Silver Tempest,349,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; TG27/TG30; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Regidrago V [Holo] #135,Pokemon Silver Tempest,76,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 135/195; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Reshiram V [Holo] #24,Pokemon Silver Tempest,121,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 024/195; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Serperior V [Holo] #170,Pokemon Silver Tempest,225,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 170/195; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Smeargle [Reverse Holo] #137,Pokemon Silver Tempest,23,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 137/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Smeargle [Holo] #TG10,Pokemon Silver Tempest,496,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; TG10/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Stunfisk [Reverse Holo] #55,Pokemon Silver Tempest,28,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 055/195; Reverse Holo; Common,0,2,2026-08-23,,,,
,Swirlix [Reverse Holo] #83,Pokemon Silver Tempest,48,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 083/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Toxicroak [Reverse Holo] #110,Pokemon Silver Tempest,32,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 110/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Unidentified Fossil [Reverse Holo] #165,Pokemon Silver Tempest,27,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 165/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Unown V [Holo] #176,Pokemon Silver Tempest,373,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 176/195; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Unown V [Holo] #177,Pokemon Silver Tempest,3027,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 177/195; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Unown V [Holo] #65,Pokemon Silver Tempest,107,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 065/195; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Wailmer [Reverse Holo] #37,Pokemon Silver Tempest,27,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 037/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Worker [Reverse Holo] #167,Pokemon Silver Tempest,21,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 167/195; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Zubat [Reverse Holo] #103,Pokemon Silver Tempest,26,Ungraded,Normal wear,,From TCGcollector: Silver Tempest; 103/195; Reverse Holo; Common,0,1,2026-08-23,,,,
,Chandelure [Holo] #26,Pokemon Trick or Trade 2023,29,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 026/196; Trick or Trade 2023; Rare Holo,0,1,2026-08-23,,,,
,Banette #68,Pokemon Vivid Voltage,30,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 068/185; Normal; Rare,0,1,2026-08-23,,,,
,Beldum #116,Pokemon Vivid Voltage,4,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 116/185; Normal; Common,0,1,2026-08-23,,,,
,Blitzle #53,Pokemon Vivid Voltage,6,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 053/185; Normal; Common,0,1,2026-08-23,,,,
,Charmander [Reverse Holo] #23,Pokemon Vivid Voltage,52,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 023/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Charmeleon #24,Pokemon Vivid Voltage,17,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 024/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Chewtle #38,Pokemon Vivid Voltage,11,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 038/185; Normal; Common,0,1,2026-08-23,,,,
,Chimecho #72,Pokemon Vivid Voltage,32,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 072/185; Normal; Common,0,1,2026-08-23,,,,
,Chimecho [Reverse Holo] #72,Pokemon Vivid Voltage,49,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 072/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Clefairy #63,Pokemon Vivid Voltage,21,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 063/185; Normal; Common,0,1,2026-08-23,,,,
,Cramorant #40,Pokemon Vivid Voltage,13,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 040/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Dedenne #77,Pokemon Vivid Voltage,32,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 077/185; Normal; Common,0,1,2026-08-23,,,,
,Drednaw [Reverse Holo] #39,Pokemon Vivid Voltage,29,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 039/185; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Drilbur #91,Pokemon Vivid Voltage,24,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 091/185; Normal; Common,0,1,2026-08-23,,,,
,Duraludon [Reverse Holo] #129,Pokemon Vivid Voltage,28,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 129/185; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Excadrill #122,Pokemon Vivid Voltage,2,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 122/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Exeggcute #4,Pokemon Vivid Voltage,4,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 004/185; Normal; Common,0,1,2026-08-23,,,,
,Exeggutor #5,Pokemon Vivid Voltage,23,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 005/185; Normal; Rare,0,1,2026-08-23,,,,
,Ferroseed #123,Pokemon Vivid Voltage,6,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 123/185; Normal; Common,0,1,2026-08-23,,,,
,Ferrothorn #124,Pokemon Vivid Voltage,3,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 124/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Galarian Meowth #112,Pokemon Vivid Voltage,10,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 112/185; Normal; Common,0,1,2026-08-23,,,,
,Galvantula #56,Pokemon Vivid Voltage,14,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 056/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Garbodor #111,Pokemon Vivid Voltage,23,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 111/185; Normal; Rare,0,1,2026-08-23,,,,
,Girafarig #65,Pokemon Vivid Voltage,10,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 065/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Gogoat #18,Pokemon Vivid Voltage,14,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 018/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Joltik #55,Pokemon Vivid Voltage,14,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 055/185; Normal; Common,0,1,2026-08-23,,,,
,Kakuna #2,Pokemon Vivid Voltage,6,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 002/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Krokorok #108,Pokemon Vivid Voltage,16,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 108/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Loudred [Reverse Holo] #136,Pokemon Vivid Voltage,26,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 136/185; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Magcargo #28,Pokemon Vivid Voltage,2,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 028/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Memory Capsule [Reverse Holo] #155,Pokemon Vivid Voltage,29,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 155/185; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Metang #117,Pokemon Vivid Voltage,5,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 117/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Milcery #80,Pokemon Vivid Voltage,3,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 080/185; Normal; Common,0,1,2026-08-23,,,,
,Mudbray #96,Pokemon Vivid Voltage,7,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 096/185; Normal; Common,0,1,2026-08-23,,,,
,Mudsdale #97,Pokemon Vivid Voltage,19,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 097/185; Normal; Rare,0,1,2026-08-23,,,,
,Ninjask #14,Pokemon Vivid Voltage,37,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 014/185; Normal; Rare,0,1,2026-08-23,,,,
,Nuzleaf #11,Pokemon Vivid Voltage,7,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 011/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Oshawott #33,Pokemon Vivid Voltage,22,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 033/185; Normal; Common,0,1,2026-08-23,,,,
,Pikipek #143,Pokemon Vivid Voltage,7,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 143/185; Normal; Common,0,1,2026-08-23,,,,
,Pikipek [Reverse Holo] #143,Pokemon Vivid Voltage,5,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 143/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Pincurchin #62,Pokemon Vivid Voltage,8,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 062/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Pineco #8,Pokemon Vivid Voltage,19,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 008/185; Normal; Common,0,1,2026-08-23,,,,
,Poochyena #103,Pokemon Vivid Voltage,16,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 103/185; Normal; Common,0,1,2026-08-23,,,,
,Rockruff #94,Pokemon Vivid Voltage,13,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 094/185; Normal; Common,0,1,2026-08-23,,,,
,Samurott #35,Pokemon Vivid Voltage,30,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 035/185; Normal; Rare,0,1,2026-08-23,,,,
,Sandile #107,Pokemon Vivid Voltage,7,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 107/185; Normal; Common,0,1,2026-08-23,,,,
,Sandile [Reverse Holo] #107,Pokemon Vivid Voltage,28,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 107/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Seedot #10,Pokemon Vivid Voltage,4,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 010/185; Normal; Common,0,1,2026-08-23,,,,
,Seedot [Reverse Holo] #10,Pokemon Vivid Voltage,26,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 010/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Shuckle #85,Pokemon Vivid Voltage,10,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 085/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Shuppet #67,Pokemon Vivid Voltage,5,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 067/185; Normal; Common,0,1,2026-08-23,,,,
,Shuppet [Reverse Holo] #67,Pokemon Vivid Voltage,28,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 067/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Skiddo #17,Pokemon Vivid Voltage,8,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 017/185; Normal; Common,0,1,2026-08-23,,,,
,Slugma #27,Pokemon Vivid Voltage,4,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 027/185; Normal; Common,0,1,2026-08-23,,,,
,Stone Fighting Energy [Reverse Holo] #164,Pokemon Vivid Voltage,29,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 164/185; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Swellow #134,Pokemon Vivid Voltage,6,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 134/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Swoobat #74,Pokemon Vivid Voltage,3,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 074/185; Normal; Uncommon,0,1,2026-08-23,,,,
,Taillow #133,Pokemon Vivid Voltage,23,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 133/185; Normal; Common,0,1,2026-08-23,,,,
,Tynamo #57,Pokemon Vivid Voltage,12,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 057/185; Normal; Common,0,1,2026-08-23,,,,
,Wailord [Reverse Holo] #32,Pokemon Vivid Voltage,63,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 032/185; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Weedle #1,Pokemon Vivid Voltage,8,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 001/185; Normal; Common,0,1,2026-08-23,,,,
,Whismur #135,Pokemon Vivid Voltage,6,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 135/185; Normal; Common,0,1,2026-08-23,,,,
,Woobat #73,Pokemon Vivid Voltage,4,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 073/185; Normal; Common,0,1,2026-08-23,,,,
,Wooper #83,Pokemon Vivid Voltage,25,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 083/185; Normal; Common,0,1,2026-08-23,,,,
,Wooper [Reverse Holo] #83,Pokemon Vivid Voltage,50,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 083/185; Reverse Holo; Common,0,1,2026-08-23,,,,
,Yanma #6,Pokemon Vivid Voltage,4,Ungraded,Normal wear,,From TCGcollector: Vivid Voltage; 006/185; Normal; Common,0,1,2026-08-23,,,,
,Sylveon-GX [Holo] #92A,Pokemon Yellow A Alternate,2446,Ungraded,Normal wear,,From TCGcollector: Yellow A Alternate; 92a/145; Holo; Rare Holo GX,0,1,2026-08-23,,,,
