source-expansion,source-card-name,source-card-number,source-variant,source-rarity,generated-set,generated-product-name,identity,source-quantity,existing-quantity
Ascended Heroes,Erika's Oddish,001/217,Normal,Common,Pokemon Ascended Heroes,Erika's Oddish #1,ascended heroes | erika s oddish | 1 |  | ungraded,1,0
Lost Origin,Murkrow,114/196,Normal,Common,Pokemon Lost Origin,Murkrow #114,lost origin | murkrow | 114 |  | ungraded,1,1
Lost Origin,Honchkrow,115/196,Normal,Rare,Pokemon Lost Origin,Honchkrow #115,lost origin | honchkrow | 115 |  | ungraded,1,1
Lost Origin,Seviper,116/196,Normal,Uncommon,Pokemon Lost Origin,Seviper #116,lost origin | seviper | 116 |  | ungraded,1,1
Lost Origin,Spiritomb,117/196,Normal,Rare,Pokemon Lost Origin,Spiritomb #117,lost origin | spiritomb | 117 |  | ungraded,1,1
Lost Origin,Spiritomb,117/196,Reverse Holo,Rare,Pokemon Lost Origin,Spiritomb [Reverse Holo] #117,lost origin | spiritomb | 117 | reverse holo | ungraded,1,1
Lost Origin,Drapion V,118/196,Normal Holo,Holo Rare V,Pokemon Lost Origin,Drapion V [Holo] #118,lost origin | drapion v | 118 | holo | ungraded,2,0
Lost Origin,Inkay,121/196,Normal,Common,Pokemon Lost Origin,Inkay #121,lost origin | inkay | 121 |  | ungraded,1,1
Lost Origin,Inkay,121/196,Reverse Holo,Common,Pokemon Lost Origin,Inkay [Reverse Holo] #121,lost origin | inkay | 121 | reverse holo | ungraded,1,1
Lost Origin,Hoopa,122/196,Normal,Rare,Pokemon Lost Origin,Hoopa #122,lost origin | hoopa | 122 |  | ungraded,1,1
Lost Origin,Radiant Hisuian Sneasler,123/196,Normal Holo,Radiant Rare,Pokemon Lost Origin,Radiant Hisuian Sneasler [Holo] #123,lost origin | radiant hisuian sneasler | 123 | holo | ungraded,3,0
Lost Origin,Radiant Steelix,124/196,Normal Holo,Radiant Rare,Pokemon Lost Origin,Radiant Steelix [Holo] #124,lost origin | radiant steelix | 124 | holo | ungraded,3,0
Lost Origin,Bronzor,125/196,Normal,Common,Pokemon Lost Origin,Bronzor #125,lost origin | bronzor | 125 |  | ungraded,1,1
Lost Origin,Bronzong,126/196,Normal,Uncommon,Pokemon Lost Origin,Bronzong #126,lost origin | bronzong | 126 |  | ungraded,1,1
Lost Origin,Galarian Stunfisk,127/196,Normal,Uncommon,Pokemon Lost Origin,Galarian Stunfisk #127,lost origin | galarian stunfisk | 127 |  | ungraded,1,1
Lost Origin,Magearna,128/196,Normal,Rare,Pokemon Lost Origin,Magearna #128,lost origin | magearna | 128 |  | ungraded,1,1
Lost Origin,Magearna,128/196,Reverse Holo,Rare,Pokemon Lost Origin,Magearna [Reverse Holo] #128,lost origin | magearna | 128 | reverse holo | ungraded,1,1
Lost Origin,Galarian Perrserker V,129/196,Normal Holo,Holo Rare V,Pokemon Lost Origin,Galarian Perrserker V [Holo] #129,lost origin | galarian perrserker v | 129 | holo | ungraded,1,0
Lost Origin,Giratina V,130/196,Normal Holo,Holo Rare V,Pokemon Lost Origin,Giratina V [Holo] #130,lost origin | giratina v | 130 | holo | ungraded,1,0
Lost Origin,Giratina VSTAR,131/196,Normal Holo,Holo Rare VSTAR,Pokemon Lost Origin,Giratina VSTAR [Holo] #131,lost origin | giratina vstar | 131 | holo | ungraded,3,0
Lost Origin,Goomy,132/196,Normal,Common,Pokemon Lost Origin,Goomy #132,lost origin | goomy | 132 |  | ungraded,1,1
Lost Origin,Hisuian Sliggoo,133/196,Normal,Uncommon,Pokemon Lost Origin,Hisuian Sliggoo #133,lost origin | hisuian sliggoo | 133 |  | ungraded,1,1
Lost Origin,Hisuian Sliggoo,133/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Hisuian Sliggoo [Reverse Holo] #133,lost origin | hisuian sliggoo | 133 | reverse holo | ungraded,2,1
Lost Origin,Hisuian Goodra,134/196,Normal Holo,Rare Holo,Pokemon Lost Origin,Hisuian Goodra [Holo] #134,lost origin | hisuian goodra | 134 | holo | ungraded,1,0
Lost Origin,Hisuian Goodra,134/196,Reverse Holo,Rare Holo,Pokemon Lost Origin,Hisuian Goodra [Reverse Holo] #134,lost origin | hisuian goodra | 134 | reverse holo | ungraded,3,1
Lost Origin,Hisuian Goodra V,135/196,Normal Holo,Holo Rare V,Pokemon Lost Origin,Hisuian Goodra V [Holo] #135,lost origin | hisuian goodra v | 135 | holo | ungraded,3,0
Lost Origin,Pidgeot V,137/196,Normal Holo,Holo Rare V,Pokemon Lost Origin,Pidgeot V [Holo] #137,lost origin | pidgeot v | 137 | holo | ungraded,1,0
Lost Origin,Lickitung,138/196,Normal,Common,Pokemon Lost Origin,Lickitung #138,lost origin | lickitung | 138 |  | ungraded,1,1
Lost Origin,Lickilicky,139/196,Normal,Uncommon,Pokemon Lost Origin,Lickilicky #139,lost origin | lickilicky | 139 |  | ungraded,1,1
Lost Origin,Porygon,140/196,Normal,Common,Pokemon Lost Origin,Porygon #140,lost origin | porygon | 140 |  | ungraded,1,1
Lost Origin,Porygon,140/196,Reverse Holo,Common,Pokemon Lost Origin,Porygon [Reverse Holo] #140,lost origin | porygon | 140 | reverse holo | ungraded,2,1
Lost Origin,Porygon2,141/196,Normal,Uncommon,Pokemon Lost Origin,Porygon2 #141,lost origin | porygon2 | 141 |  | ungraded,1,1
Lost Origin,Porygon2,141/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Porygon2 [Reverse Holo] #141,lost origin | porygon2 | 141 | reverse holo | ungraded,1,1
Lost Origin,Porygon-Z,142/196,Normal,Rare,Pokemon Lost Origin,Porygon-Z #142,lost origin | porygon z | 142 |  | ungraded,1,1
Lost Origin,Aipom,144/196,Normal,Common,Pokemon Lost Origin,Aipom #144,lost origin | aipom | 144 |  | ungraded,1,1
Lost Origin,Ambipom,145/196,Normal,Uncommon,Pokemon Lost Origin,Ambipom #145,lost origin | ambipom | 145 |  | ungraded,1,1
Lost Origin,Hisuian Zoroark V,146/196,Normal Holo,Holo Rare V,Pokemon Lost Origin,Hisuian Zoroark V [Holo] #146,lost origin | hisuian zoroark v | 146 | holo | ungraded,1,0
Lost Origin,Hisuian Zoroark VSTAR,147/196,Normal Holo,Holo Rare VSTAR,Pokemon Lost Origin,Hisuian Zoroark VSTAR [Holo] #147,lost origin | hisuian zoroark vstar | 147 | holo | ungraded,3,0
Lost Origin,Bouffalant,148/196,Normal,Rare,Pokemon Lost Origin,Bouffalant #148,lost origin | bouffalant | 148 |  | ungraded,1,1
Lost Origin,Komala,149/196,Normal,Uncommon,Pokemon Lost Origin,Komala #149,lost origin | komala | 149 |  | ungraded,1,1
Lost Origin,Komala,149/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Komala [Reverse Holo] #149,lost origin | komala | 149 | reverse holo | ungraded,1,1
Lost Origin,Skwovet,150/196,Normal,Common,Pokemon Lost Origin,Skwovet #150,lost origin | skwovet | 150 |  | ungraded,1,1
Lost Origin,Skwovet,150/196,Reverse Holo,Common,Pokemon Lost Origin,Skwovet [Reverse Holo] #150,lost origin | skwovet | 150 | reverse holo | ungraded,1,1
Lost Origin,Greedent,151/196,Normal,Rare,Pokemon Lost Origin,Greedent #151,lost origin | greedent | 151 |  | ungraded,1,1
Lost Origin,Greedent,151/196,Reverse Holo,Rare,Pokemon Lost Origin,Greedent [Reverse Holo] #151,lost origin | greedent | 151 | reverse holo | ungraded,1,1
Lost Origin,Arc Phone,152/196,Normal,Uncommon,Pokemon Lost Origin,Arc Phone #152,lost origin | arc phone | 152 |  | ungraded,1,1
Lost Origin,Arc Phone,152/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Arc Phone [Reverse Holo] #152,lost origin | arc phone | 152 | reverse holo | ungraded,1,1
Lost Origin,Arezu,153/196,Normal,Uncommon,Pokemon Lost Origin,Arezu #153,lost origin | arezu | 153 |  | ungraded,1,1
Lost Origin,Box of Disaster,154/196,Normal,Uncommon,Pokemon Lost Origin,Box of Disaster #154,lost origin | box of disaster | 154 |  | ungraded,1,1
Lost Origin,Box of Disaster,154/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Box of Disaster [Reverse Holo] #154,lost origin | box of disaster | 154 | reverse holo | ungraded,3,1
Lost Origin,Colress's Experiment,155/196,Normal,Uncommon,Pokemon Lost Origin,Colress's Experiment #155,lost origin | colress s experiment | 155 |  | ungraded,1,1
Lost Origin,Damage Pump,156/196,Normal,Uncommon,Pokemon Lost Origin,Damage Pump #156,lost origin | damage pump | 156 |  | ungraded,1,1
Lost Origin,Fantina,157/196,Normal,Uncommon,Pokemon Lost Origin,Fantina #157,lost origin | fantina | 157 |  | ungraded,1,1
Lost Origin,Iscan,158/196,Normal,Uncommon,Pokemon Lost Origin,Iscan #158,lost origin | iscan | 158 |  | ungraded,1,1
Lost Origin,Lady,159/196,Normal,Uncommon,Pokemon Lost Origin,Lady #159,lost origin | lady | 159 |  | ungraded,1,1
Lost Origin,Lady,159/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Lady [Reverse Holo] #159,lost origin | lady | 159 | reverse holo | ungraded,1,1
Lost Origin,Lake Acuity,160/196,Normal,Uncommon,Pokemon Lost Origin,Lake Acuity #160,lost origin | lake acuity | 160 |  | ungraded,1,1
Lost Origin,Lost City,161/196,Normal,Uncommon,Pokemon Lost Origin,Lost City #161,lost origin | lost city | 161 |  | ungraded,1,1
Lost Origin,Lost Vacuum,162/196,Normal,Uncommon,Pokemon Lost Origin,Lost Vacuum #162,lost origin | lost vacuum | 162 |  | ungraded,1,1
Lost Origin,Lost Vacuum,162/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Lost Vacuum [Reverse Holo] #162,lost origin | lost vacuum | 162 | reverse holo | ungraded,1,1
Lost Origin,Mirage Gate,163/196,Normal,Uncommon,Pokemon Lost Origin,Mirage Gate #163,lost origin | mirage gate | 163 |  | ungraded,1,1
Lost Origin,Miss Fortune Sisters,164/196,Normal,Uncommon,Pokemon Lost Origin,Miss Fortune Sisters #164,lost origin | miss fortune sisters | 164 |  | ungraded,1,1
Lost Origin,Miss Fortune Sisters,164/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Miss Fortune Sisters [Reverse Holo] #164,lost origin | miss fortune sisters | 164 | reverse holo | ungraded,1,1
Lost Origin,Panic Mask,165/196,Normal,Uncommon,Pokemon Lost Origin,Panic Mask #165,lost origin | panic mask | 165 |  | ungraded,1,1
Lost Origin,Riley,166/196,Normal,Uncommon,Pokemon Lost Origin,Riley #166,lost origin | riley | 166 |  | ungraded,1,1
Lost Origin,Riley,166/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Riley [Reverse Holo] #166,lost origin | riley | 166 | reverse holo | ungraded,1,1
Lost Origin,Thorton,167/196,Normal,Uncommon,Pokemon Lost Origin,Thorton #167,lost origin | thorton | 167 |  | ungraded,1,1
Lost Origin,Tool Box,168/196,Normal,Uncommon,Pokemon Lost Origin,Tool Box #168,lost origin | tool box | 168 |  | ungraded,1,1
Lost Origin,Tool Box,168/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Tool Box [Reverse Holo] #168,lost origin | tool box | 168 | reverse holo | ungraded,1,1
Lost Origin,Volo,169/196,Normal Holo,Rare Holo,Pokemon Lost Origin,Volo [Holo] #169,lost origin | volo | 169 | holo | ungraded,1,1
Lost Origin,Windup Arm,170/196,Normal,Uncommon,Pokemon Lost Origin,Windup Arm #170,lost origin | windup arm | 170 |  | ungraded,1,1
Lost Origin,Gift Energy,171/196,Normal,Uncommon,Pokemon Lost Origin,Gift Energy #171,lost origin | gift energy | 171 |  | ungraded,1,1
Lost Origin,Gift Energy,171/196,Reverse Holo,Uncommon,Pokemon Lost Origin,Gift Energy [Reverse Holo] #171,lost origin | gift energy | 171 | reverse holo | ungraded,1,1
Lost Origin,Magnezone V,175/196,Normal Holo,Rare Ultra,Pokemon Lost Origin,Magnezone V [Holo] #175,lost origin | magnezone v | 175 | holo | ungraded,1,0
Lost Origin,Rotom V,177/196,Normal Holo,Rare Ultra,Pokemon Lost Origin,Rotom V [Holo] #177,lost origin | rotom v | 177 | holo | ungraded,1,0
Lost Origin,Drapion V,182/196,Normal Holo,Rare Ultra,Pokemon Lost Origin,Drapion V [Holo] #182,lost origin | drapion v | 182 | holo | ungraded,1,0
Lost Origin,Galarian Perrserker V,183/196,Normal Holo,Rare Ultra,Pokemon Lost Origin,Galarian Perrserker V [Holo] #183,lost origin | galarian perrserker v | 183 | holo | ungraded,1,0
Lost Origin,Volo,196/196,Normal Holo,Rare Ultra,Pokemon Lost Origin,Volo [Holo] #196,lost origin | volo | 196 | holo | ungraded,1,0
Lost Origin,Volo,211/196,Normal Holo,Rare Rainbow,Pokemon Lost Origin,Volo [Holo] #211,lost origin | volo | 211 | holo | ungraded,1,0
Lost Origin,Giratina VSTAR,212/196,Normal Holo,Rare Secret,Pokemon Lost Origin,Giratina VSTAR [Holo] #212,lost origin | giratina vstar | 212 | holo | ungraded,1,0
Lost Origin,Dark Patch,216/196,Normal Holo,Rare Secret,Pokemon Lost Origin,Dark Patch [Holo] #216,lost origin | dark patch | 216 | holo | ungraded,1,0
Lost Origin,Parasect,TG01/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Parasect [Holo] #TG01,lost origin | parasect | tg01 | holo | ungraded,1,0
Lost Origin,Roserade,TG02/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Roserade [Holo] #TG02,lost origin | roserade | tg02 | holo | ungraded,1,0
Lost Origin,Charizard,TG03/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Charizard [Holo] #TG03,lost origin | charizard | tg03 | holo | ungraded,1,0
Lost Origin,Pikachu,TG05/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Pikachu [Holo] #TG05,lost origin | pikachu | tg05 | holo | ungraded,1,0
Lost Origin,Banette,TG07/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Banette [Holo] #TG07,lost origin | banette | tg07 | holo | ungraded,1,0
Lost Origin,Hisuian Arcanine,TG08/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Hisuian Arcanine [Holo] #TG08,lost origin | hisuian arcanine | tg08 | holo | ungraded,2,0
Lost Origin,Spiritomb,TG09/TG30,Normal Holo,Rare Holo,Pokemon Lost Origin,Spiritomb [Holo] #TG09,lost origin | spiritomb | tg09 | holo | ungraded,2,0
Lost Origin,Eternatus V,TG21/TG30,Normal Holo,Holo Rare V,Pokemon Lost Origin,Eternatus V [Holo] #TG21,lost origin | eternatus v | tg21 | holo | ungraded,1,0
Lost Origin,Boss's Orders,TG24/TG30,Normal Holo,Rare Ultra,Pokemon Lost Origin,Boss's Orders [Holo] #TG24,lost origin | boss s orders | tg24 | holo | ungraded,1,0
Lost Origin,Opal,TG28/TG30,Normal Holo,Rare Ultra,Pokemon Lost Origin,Opal [Holo] #TG28,lost origin | opal | tg28 | holo | ungraded,1,0
Lost Origin,Pikachu VMAX,TG29/TG30,Normal Holo,Rare Secret,Pokemon Lost Origin,Pikachu VMAX [Holo] #TG29,lost origin | pikachu vmax | tg29 | holo | ungraded,1,0
Astral Radiance,Hisuian Voltorb,002/189,Normal,Common,Pokemon Astral Radiance,Hisuian Voltorb #2,astral radiance | hisuian voltorb | 2 |  | ungraded,1,1
Astral Radiance,Hisuian Electrode,003/189,Normal,Uncommon,Pokemon Astral Radiance,Hisuian Electrode #3,astral radiance | hisuian electrode | 3 |  | ungraded,1,1
Astral Radiance,Scyther,004/189,Normal,Common,Pokemon Astral Radiance,Scyther #4,astral radiance | scyther | 4 |  | ungraded,1,1
Astral Radiance,Scyther,005/189,Normal,Common,Pokemon Astral Radiance,Scyther #5,astral radiance | scyther | 5 |  | ungraded,1,1
Astral Radiance,Yanma,006/189,Normal,Common,Pokemon Astral Radiance,Yanma #6,astral radiance | yanma | 6 |  | ungraded,1,1
Astral Radiance,Yanma,006/189,Reverse Holo,Common,Pokemon Astral Radiance,Yanma [Reverse Holo] #6,astral radiance | yanma | 6 | reverse holo | ungraded,1,0
Astral Radiance,Yanmega,007/189,Normal,Uncommon,Pokemon Astral Radiance,Yanmega #7,astral radiance | yanmega | 7 |  | ungraded,1,1
Astral Radiance,Heracross,008/189,Normal,Common,Pokemon Astral Radiance,Heracross #8,astral radiance | heracross | 8 |  | ungraded,1,1
Astral Radiance,Kricketot,009/189,Normal,Common,Pokemon Astral Radiance,Kricketot #9,astral radiance | kricketot | 9 |  | ungraded,1,1
Astral Radiance,Kricketot,009/189,Reverse Holo,Common,Pokemon Astral Radiance,Kricketot [Reverse Holo] #9,astral radiance | kricketot | 9 | reverse holo | ungraded,1,1
Astral Radiance,Kricketune,010/189,Normal,Uncommon,Pokemon Astral Radiance,Kricketune #10,astral radiance | kricketune | 10 |  | ungraded,1,1
Astral Radiance,Combee,011/189,Normal,Common,Pokemon Astral Radiance,Combee #11,astral radiance | combee | 11 |  | ungraded,1,1
Astral Radiance,Vespiquen,012/189,Normal,Rare,Pokemon Astral Radiance,Vespiquen #12,astral radiance | vespiquen | 12 |  | ungraded,1,1
Astral Radiance,Vespiquen,012/189,Reverse Holo,Rare,Pokemon Astral Radiance,Vespiquen [Reverse Holo] #12,astral radiance | vespiquen | 12 | reverse holo | ungraded,1,0
Astral Radiance,Leafeon,013/189,Normal,Rare,Pokemon Astral Radiance,Leafeon #13,astral radiance | leafeon | 13 |  | ungraded,1,0
Astral Radiance,Shaymin,014/189,Normal,Rare,Pokemon Astral Radiance,Shaymin #14,astral radiance | shaymin | 14 |  | ungraded,1,1
Astral Radiance,Shaymin,014/189,Reverse Holo,Rare,Pokemon Astral Radiance,Shaymin [Reverse Holo] #14,astral radiance | shaymin | 14 | reverse holo | ungraded,1,0
Astral Radiance,Petilil,015/189,Normal,Common,Pokemon Astral Radiance,Petilil #15,astral radiance | petilil | 15 |  | ungraded,1,1
Astral Radiance,Petilil,015/189,Reverse Holo,Common,Pokemon Astral Radiance,Petilil [Reverse Holo] #15,astral radiance | petilil | 15 | reverse holo | ungraded,1,0
Astral Radiance,Hisuian Lilligant,016/189,Normal Holo,Rare Holo,Pokemon Astral Radiance,Hisuian Lilligant [Holo] #16,astral radiance | hisuian lilligant | 16 | holo | ungraded,1,0
Astral Radiance,Hisuian Lilligant V,017/189,Normal Holo,Holo Rare V,Pokemon Astral Radiance,Hisuian Lilligant V [Holo] #17,astral radiance | hisuian lilligant v | 17 | holo | ungraded,1,0
Astral Radiance,Rowlet,019/189,Normal,Common,Pokemon Astral Radiance,Rowlet #19,astral radiance | rowlet | 19 |  | ungraded,1,1
Astral Radiance,Dartrix,020/189,Normal,Uncommon,Pokemon Astral Radiance,Dartrix #20,astral radiance | dartrix | 20 |  | ungraded,1,1
Astral Radiance,Dartrix,020/189,Reverse Holo,Uncommon,Pokemon Astral Radiance,Dartrix [Reverse Holo] #20,astral radiance | dartrix | 20 | reverse holo | ungraded,1,0
Astral Radiance,Ponyta,021/189,Normal,Common,Pokemon Astral Radiance,Ponyta #21,astral radiance | ponyta | 21 |  | ungraded,2,1
Astral Radiance,Rapidash,022/189,Normal,Rare,Pokemon Astral Radiance,Rapidash #22,astral radiance | rapidash | 22 |  | ungraded,1,1
Astral Radiance,Rapidash,022/189,Reverse Holo,Rare,Pokemon Astral Radiance,Rapidash [Reverse Holo] #22,astral radiance | rapidash | 22 | reverse holo | ungraded,1,0
Astral Radiance,Cyndaquil,023/189,Normal,Common,Pokemon Astral Radiance,Cyndaquil #23,astral radiance | cyndaquil | 23 |  | ungraded,2,1
Astral Radiance,Cyndaquil,023/189,Reverse Holo,Common,Pokemon Astral Radiance,Cyndaquil [Reverse Holo] #23,astral radiance | cyndaquil | 23 | reverse holo | ungraded,1,0
Astral Radiance,Quilava,024/189,Normal,Uncommon,Pokemon Astral Radiance,Quilava #24,astral radiance | quilava | 24 |  | ungraded,2,1
Astral Radiance,Heatran V,025/189,Normal Holo,Holo Rare V,Pokemon Astral Radiance,Heatran V [Holo] #25,astral radiance | heatran v | 25 | holo | ungraded,1,0
Astral Radiance,Heatran VMAX,026/189,Normal Holo,Holo Rare VMAX,Pokemon Astral Radiance,Heatran VMAX [Holo] #26,astral radiance | heatran vmax | 26 | holo | ungraded,1,0
Astral Radiance,Radiant Heatran,027/189,Normal Holo,Radiant Rare,Pokemon Astral Radiance,Radiant Heatran [Holo] #27,astral radiance | radiant heatran | 27 | holo | ungraded,1,0
Astral Radiance,Psyduck,028/189,Normal,Common,Pokemon Astral Radiance,Psyduck #28,astral radiance | psyduck | 28 |  | ungraded,2,1
Astral Radiance,Psyduck,028/189,Reverse Holo,Common,Pokemon Astral Radiance,Psyduck [Reverse Holo] #28,astral radiance | psyduck | 28 | reverse holo | ungraded,1,1
Astral Radiance,Golduck,029/189,Normal,Uncommon,Pokemon Astral Radiance,Golduck #29,astral radiance | golduck | 29 |  | ungraded,2,1
Astral Radiance,Golduck,029/189,Reverse Holo,Uncommon,Pokemon Astral Radiance,Golduck [Reverse Holo] #29,astral radiance | golduck | 29 | reverse holo | ungraded,1,0
Astral Radiance,Swinub,031/189,Normal,Common,Pokemon Astral Radiance,Swinub #31,astral radiance | swinub | 31 |  | ungraded,2,1
Astral Radiance,Piloswine,032/189,Normal,Uncommon,Pokemon Astral Radiance,Piloswine #32,astral radiance | piloswine | 32 |  | ungraded,1,1
Astral Radiance,Mantine,034/189,Normal,Common,Pokemon Astral Radiance,Mantine #34,astral radiance | mantine | 34 |  | ungraded,1,1
Astral Radiance,Mantine,034/189,Reverse Holo,Common,Pokemon Astral Radiance,Mantine [Reverse Holo] #34,astral radiance | mantine | 34 | reverse holo | ungraded,1,0
Astral Radiance,Barboach,035/189,Normal,Common,Pokemon Astral Radiance,Barboach #35,astral radiance | barboach | 35 |  | ungraded,1,1
Astral Radiance,Barboach,035/189,Reverse Holo,Common,Pokemon Astral Radiance,Barboach [Reverse Holo] #35,astral radiance | barboach | 35 | reverse holo | ungraded,1,0
Astral Radiance,Whiscash,036/189,Normal,Uncommon,Pokemon Astral Radiance,Whiscash #36,astral radiance | whiscash | 36 |  | ungraded,2,1
Astral Radiance,Regice,037/189,Normal,Rare,Pokemon Astral Radiance,Regice #37,astral radiance | regice | 37 |  | ungraded,1,1
Astral Radiance,Glaceon,038/189,Normal,Rare,Pokemon Astral Radiance,Glaceon #38,astral radiance | glaceon | 38 |  | ungraded,1,1
Astral Radiance,Glaceon,038/189,Reverse Holo,Rare,Pokemon Astral Radiance,Glaceon [Reverse Holo] #38,astral radiance | glaceon | 38 | reverse holo | ungraded,1,0
Astral Radiance,Oshawott,041/189,Normal,Common,Pokemon Astral Radiance,Oshawott #41,astral radiance | oshawott | 41 |  | ungraded,2,1
Astral Radiance,Oshawott,041/189,Reverse Holo,Common,Pokemon Astral Radiance,Oshawott [Reverse Holo] #41,astral radiance | oshawott | 41 | reverse holo | ungraded,2,1
Astral Radiance,Dewott,042/189,Normal,Uncommon,Pokemon Astral Radiance,Dewott #42,astral radiance | dewott | 42 |  | ungraded,2,1
Astral Radiance,Hisuian Basculin,043/189,Normal,Common,Pokemon Astral Radiance,Hisuian Basculin #43,astral radiance | hisuian basculin | 43 |  | ungraded,2,1
Astral Radiance,Hisuian Basculin,043/189,Reverse Holo,Common,Pokemon Astral Radiance,Hisuian Basculin [Reverse Holo] #43,astral radiance | hisuian basculin | 43 | reverse holo | ungraded,1,0
Astral Radiance,Hisuian Basculegion,044/189,Normal,Rare,Pokemon Astral Radiance,Hisuian Basculegion #44,astral radiance | hisuian basculegion | 44 |  | ungraded,1,1
Astral Radiance,Keldeo,045/189,Normal Holo,Rare Holo,Pokemon Astral Radiance,Keldeo [Holo] #45,astral radiance | keldeo | 45 | holo | ungraded,1,1
Astral Radiance,Keldeo,045/189,Reverse Holo,Rare Holo,Pokemon Astral Radiance,Keldeo [Reverse Holo] #45,astral radiance | keldeo | 45 | reverse holo | ungraded,1,1
Astral Radiance,Radiant Greninja,046/189,Normal Holo,Radiant Rare,Pokemon Astral Radiance,Radiant Greninja [Holo] #46,astral radiance | radiant greninja | 46 | holo | ungraded,1,0
Astral Radiance,Bergmite,047/189,Normal,Common,Pokemon Astral Radiance,Bergmite #47,astral radiance | bergmite | 47 |  | ungraded,2,1
Astral Radiance,Hisuian Avalugg,048/189,Normal,Rare,Pokemon Astral Radiance,Hisuian Avalugg #48,astral radiance | hisuian avalugg | 48 |  | ungraded,1,1
Astral Radiance,Galarian Mr. Rime V,049/189,Normal Holo,Holo Rare V,Pokemon Astral Radiance,Galarian Mr. Rime V [Holo] #49,astral radiance | galarian mr rime v | 49 | holo | ungraded,2,0
Astral Radiance,Regieleki,051/189,Normal,Rare,Pokemon Astral Radiance,Regieleki #51,astral radiance | regieleki | 51 |  | ungraded,1,1
Astral Radiance,Regieleki,051/189,Reverse Holo,Rare,Pokemon Astral Radiance,Regieleki [Reverse Holo] #51,astral radiance | regieleki | 51 | reverse holo | ungraded,2,1
Astral Radiance,Hisuian Typhlosion,052/189,Reverse Holo,Rare Holo,Pokemon Astral Radiance,Hisuian Typhlosion [Reverse Holo] #52,astral radiance | hisuian typhlosion | 52 | reverse holo | ungraded,2,1
Astral Radiance,Hisuian Typhlosion V,053/189,Normal Holo,Holo Rare V,Pokemon Astral Radiance,Hisuian Typhlosion V [Holo] #53,astral radiance | hisuian typhlosion v | 53 | holo | ungraded,1,0
Astral Radiance,Togepi,055/189,Normal,Common,Pokemon Astral Radiance,Togepi #55,astral radiance | togepi | 55 |  | ungraded,2,1
Astral Radiance,Togepi,055/189,Reverse Holo,Common,Pokemon Astral Radiance,Togepi [Reverse Holo] #55,astral radiance | togepi | 55 | reverse holo | ungraded,1,1
Astral Radiance,Togetic,056/189,Normal,Uncommon,Pokemon Astral Radiance,Togetic #56,astral radiance | togetic | 56 |  | ungraded,2,1
Astral Radiance,Togekiss,057/189,Normal Holo,Rare Holo,Pokemon Astral Radiance,Togekiss [Holo] #57,astral radiance | togekiss | 57 | holo | ungraded,1,0
Astral Radiance,Misdreavus,058/189,Normal,Common,Pokemon Astral Radiance,Misdreavus #58,astral radiance | misdreavus | 58 |  | ungraded,1,1
Astral Radiance,Misdreavus,058/189,Reverse Holo,Common,Pokemon Astral Radiance,Misdreavus [Reverse Holo] #58,astral radiance | misdreavus | 58 | reverse holo | ungraded,1,1
Astral Radiance,Mismagius,059/189,Normal,Rare,Pokemon Astral Radiance,Mismagius #59,astral radiance | mismagius | 59 |  | ungraded,1,1
Astral Radiance,Mismagius,059/189,Trick or Trade 2022,Rare,Pokemon Trick or Trade 2022,Mismagius [Holo] #59,trick or trade 2022 | mismagius | 59 | holo | ungraded,1,1
Astral Radiance,Ralts,060/189,Normal,Common,Pokemon Astral Radiance,Ralts #60,astral radiance | ralts | 60 |  | ungraded,1,1
Astral Radiance,Kirlia,061/189,Normal,Uncommon,Pokemon Astral Radiance,Kirlia #61,astral radiance | kirlia | 61 |  | ungraded,1,1
Astral Radiance,Gallade,062/189,Normal Holo,Rare Holo,Pokemon Astral Radiance,Gallade [Holo] #62,astral radiance | gallade | 62 | holo | ungraded,1,0
Astral Radiance,Gallade,062/189,Reverse Holo,Rare Holo,Pokemon Astral Radiance,Gallade [Reverse Holo] #62,astral radiance | gallade | 62 | reverse holo | ungraded,1,0
Astral Radiance,Drifloon,063/189,Normal,Common,Pokemon Astral Radiance,Drifloon #63,astral radiance | drifloon | 63 |  | ungraded,2,1
Astral Radiance,Drifblim,064/189,Normal,Uncommon,Pokemon Astral Radiance,Drifblim #64,astral radiance | drifblim | 64 |  | ungraded,2,1
Astral Radiance,Uxie,065/189,Normal,Uncommon,Pokemon Astral Radiance,Uxie #65,astral radiance | uxie | 65 |  | ungraded,2,1
